ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Ubicacion,Frecuencia de mantenimiento correctivo,ID_Registro,Temperatura_C,Vibracion_mm_s,Horas_Operativas,Mes,Horas_Operativas_mean,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
7433,76,2020-11-05 16:00:00,Preventivo,6072.38,9,Planta Oeste,11,7524,133.64,0.73,45364.0,2020-11,50748.66666666666,Compresor,Schneider,Z300,3453.0,1807
7434,154,2020-11-05 17:00:00,Correctivo,5361.73,21,Planta Oeste,9,7162,96.97,2.4,93986.0,2020-10,93986.0,Motor,Schneider,Z300,2355.0,6278
7435,227,2020-11-05 18:00:00,Correctivo,6172.44,41,Planta Sur,5,7267,84.68,0.91,9765.0,2020-10,16754.0,Compresor,ABB,Z300,940.0,8078
7436,466,2020-11-05 19:00:00,Correctivo,7117.52,18,Planta Norte,12,6212,135.63,2.55,92512.0,2020-09,59348.0,Generador,Siemens,M400,1164.0,3592
7437,97,2020-11-05 20:00:00,Correctivo,1825.68,11,Planta Norte,8,6147,70.02,1.77,94504.0,2020-09,94504.0,Generador,GE,Y200,3869.0,5153
7438,265,2020-11-05 21:00:00,Correctivo,4352.09,36,Planta Este,8,7698,97.06,3.75,90215.0,2020-11,90215.0,Transformador,GE,X100,4783.0,5524
7439,244,2020-11-05 22:00:00,Correctivo,8992.22,44,Planta Este,11,6936,76.01,3.79,6183.0,2020-10,43095.333333333336,Generador,ABB,X100,1206.0,1061
7440,70,2020-11-05 23:00:00,Correctivo,6013.49,3,Planta Norte,9,7831,92.88,2.02,14923.0,2020-11,14923.0,Compresor,Schneider,Z300,4078.0,4324
7441,363,2020-11-06 00:00:00,Preventivo,9494.8,45,Planta Sur,14,7403,98.14,3.23,4204.0,2020-11,7114.0,Motor,ABB,X100,163.0,1073
7442,287,2020-11-06 01:00:00,Correctivo,4592.55,32,Planta Sur,9,7440,75.21,2.05,92329.0,2020-11,93927.33333333331,Generador,Siemens,X100,4086.0,2875
7443,394,2020-11-06 02:00:00,Preventivo,2652.48,5,Planta Este,8,7713,144.75,3.83,43760.0,2020-11,70920.0,Generador,Schneider,Z300,3111.0,6653
7444,335,2020-11-06 03:00:00,Preventivo,7561.41,18,Planta Sur,9,7608,149.71,1.29,68952.0,2020-11,74010.0,Generador,Schneider,X100,4762.0,7944
7445,335,2020-11-06 04:00:00,Correctivo,4484.25,36,Planta Oeste,9,7608,149.71,1.29,68952.0,2020-11,74010.0,Generador,Schneider,X100,4762.0,7944
7446,117,2020-11-06 05:00:00,Preventivo,9158.94,23,Planta Sur,6,7357,121.59,4.59,42072.0,2020-11,42072.0,Motor,GE,X100,2068.0,1824
7447,445,2020-11-06 06:00:00,Correctivo,7964.42,34,Planta Este,12,7248,75.31,3.76,65157.0,2020-10,65157.0,Transformador,ABB,Y200,2069.0,3105
7448,439,2020-11-06 07:00:00,Preventivo,8726.28,2,Planta Sur,8,7467,106.28,3.05,44423.0,2020-11,41503.0,Motor,ABB,X100,4447.0,2041
7449,464,2020-11-06 08:00:00,Preventivo,3723.69,20,Planta Norte,12,7128,60.4,4.68,84983.0,2020-10,48717.0,Generador,GE,M400,4412.0,1491
7450,411,2020-11-06 09:00:00,Correctivo,2156.8,28,Planta Norte,12,7442,144.31,2.14,48253.0,2020-11,48253.0,Transformador,Siemens,Y200,613.0,3036
7451,362,2020-11-06 10:00:00,Preventivo,858.1,19,Planta Oeste,8,7325,112.11,4.96,1025.0,2020-11,26067.0,Transformador,GE,X100,4333.0,3246
7452,317,2020-11-06 11:00:00,Correctivo,9518.69,20,Planta Norte,7,7426,64.79,1.67,14360.0,2020-11,14360.0,Transformador,ABB,Z300,1661.0,2753
7453,142,2020-11-06 12:00:00,Preventivo,5748.7,24,Planta Este,10,7579,110.77,2.27,27368.0,2020-11,62097.0,Compresor,GE,Y200,1652.0,8840
7454,400,2020-11-06 13:00:00,Preventivo,3585.36,6,Planta Oeste,10,7479,85.41,0.42,82454.0,2020-11,40660.2,Transformador,ABB,X100,1198.0,4381
7455,392,2020-11-06 14:00:00,Correctivo,9426.44,44,Planta Sur,16,7149,144.88,2.94,21909.0,2020-10,15088.5,Transformador,GE,Y200,1307.0,9099
7456,385,2020-11-06 15:00:00,Correctivo,8658.94,26,Planta Norte,20,7441,91.53,3.53,82670.0,2020-11,56717.25,Motor,GE,Z300,4547.0,1070
7457,285,2020-11-06 16:00:00,Preventivo,7532.18,15,Planta Norte,12,7059,144.1,4.24,33024.0,2020-10,33024.0,Compresor,Siemens,Y200,756.0,8274
7458,350,2020-11-06 17:00:00,Preventivo,1995.87,47,Planta Oeste,12,7410,149.06,1.23,41640.0,2020-11,39944.0,Transformador,Schneider,X100,968.0,2098
7459,165,2020-11-06 18:00:00,Preventivo,8594.98,4,Planta Este,9,7477,50.82,4.0,16871.0,2020-11,60404.333333333336,Transformador,Schneider,Z300,1806.0,9335
7460,434,2020-11-06 19:00:00,Correctivo,7181.43,47,Planta Este,13,7430,145.37,4.81,51767.0,2020-11,51767.0,Motor,Schneider,Y200,503.0,9649
7461,113,2020-11-06 20:00:00,Preventivo,3768.33,12,Planta Sur,9,7085,124.18,0.1,21113.0,2020-10,21113.0,Compresor,Schneider,M400,216.0,5122
7462,4,2020-11-06 21:00:00,Preventivo,914.46,23,Planta Sur,8,7627,134.36,1.0,30478.0,2020-11,30478.0,Compresor,GE,X100,3981.0,8933
7463,4,2020-11-06 22:00:00,Preventivo,833.77,28,Planta Este,8,7627,134.36,1.0,30478.0,2020-11,30478.0,Compresor,GE,X100,3981.0,8933
7464,331,2020-11-06 23:00:00,Correctivo,1460.95,15,Planta Oeste,12,7339,89.84,1.95,30998.0,2020-11,52889.0,Motor,ABB,Z300,227.0,7274
7465,362,2020-11-07 00:00:00,Preventivo,9108.61,36,Planta Norte,8,7325,112.11,4.96,1025.0,2020-11,26067.0,Transformador,GE,X100,4333.0,3246
7466,16,2020-11-07 01:00:00,Preventivo,5934.51,32,Planta Oeste,11,6968,136.99,0.52,1144.0,2020-10,17673.5,Generador,ABB,Y200,1884.0,6904
7467,445,2020-11-07 02:00:00,Preventivo,3240.65,5,Planta Sur,12,7248,75.31,3.76,65157.0,2020-10,65157.0,Transformador,ABB,Y200,2069.0,3105
7468,192,2020-11-07 03:00:00,Preventivo,5255.81,8,Planta Este,7,7078,72.64,3.17,84032.0,2020-10,84032.0,Motor,Schneider,M400,4782.0,2449
7469,138,2020-11-07 04:00:00,Correctivo,5184.68,28,Planta Oeste,6,6715,58.81,1.91,64420.0,2020-10,36823.0,Compresor,ABB,Y200,1149.0,2920
7470,74,2020-11-07 05:00:00,Preventivo,7154.61,29,Planta Oeste,9,7755,88.51,0.5,38179.0,2020-11,38179.0,Motor,Schneider,Y200,4409.0,1633
7471,312,2020-11-07 06:00:00,Correctivo,7830.01,3,Planta Oeste,14,7282,63.28,4.08,20039.0,2020-10,39481.66666666666,Generador,ABB,X100,4856.0,4327
7472,53,2020-11-07 07:00:00,Preventivo,8263.34,3,Planta Oeste,13,7457,117.29,3.47,85977.0,2020-11,44742.5,Generador,Siemens,Z300,3332.0,6373
7473,10,2020-11-07 08:00:00,Correctivo,7659.0,2,Planta Este,9,7576,62.68,1.23,85234.0,2020-11,42867.333333333336,Motor,Schneider,M400,465.0,9859
7474,183,2020-11-07 09:00:00,Correctivo,4786.67,47,Planta Oeste,14,7310,93.81,0.63,56543.0,2020-10,63644.66666666666,Compresor,ABB,Y200,1426.0,6849
7475,452,2020-11-07 10:00:00,Correctivo,2037.76,43,Planta Este,14,7568,98.36,0.53,69120.0,2020-11,40634.0,Compresor,Siemens,Z300,4203.0,6829
7476,314,2020-11-07 11:00:00,Preventivo,4311.82,9,Planta Sur,11,7511,57.79,4.44,42461.0,2020-11,62395.333333333336,Transformador,GE,Y200,3653.0,8467
7477,49,2020-11-07 12:00:00,Preventivo,9280.63,11,Planta Oeste,14,7303,62.2,3.74,14328.0,2020-10,47764.75,Generador,Schneider,X100,269.0,7647
7478,28,2020-11-07 13:00:00,Preventivo,6361.35,17,Planta Sur,15,7499,87.34,1.96,65489.0,2020-11,65489.0,Compresor,GE,X100,4722.0,9660
7479,388,2020-11-07 14:00:00,Preventivo,14988.43,29,Planta Este,7,7591,69.4,3.05,94272.0,2020-11,59419.5,Compresor,Schneider,Z300,3973.0,5667
7480,101,2020-11-07 15:00:00,Correctivo,8298.21,27,Planta Este,14,7081,97.37,0.13,2758.0,2020-10,2758.0,Transformador,Schneider,X100,326.0,7398
7481,132,2020-11-07 16:00:00,Correctivo,3653.35,38,Planta Oeste,9,7281,125.65,1.32,73701.0,2020-10,50998.66666666666,Motor,ABB,X100,4940.0,2463
7482,9,2020-11-07 17:00:00,Correctivo,2649.65,13,Planta Este,11,7118,100.44,2.6,85986.0,2020-10,88332.5,Generador,GE,Y200,3960.0,9489
7483,128,2020-11-07 18:00:00,Preventivo,4192.73,28,Planta Norte,7,7641,64.18,0.22,50258.0,2020-11,50258.0,Motor,Siemens,Y200,3461.0,7529
7484,326,2020-11-07 19:00:00,Preventivo,1875.05,35,Planta Sur,9,7584,58.97,3.26,7983.0,2020-11,15294.5,Compresor,ABB,Z300,1337.0,5831
7485,479,2020-11-07 20:00:00,Preventivo,1926.7,44,Planta Este,9,7396,65.42,2.24,15026.0,2020-11,15026.0,Generador,Schneider,Z300,2723.0,5136
7486,41,2020-11-07 21:00:00,Correctivo,1195.14,13,Planta Sur,10,8231,89.67,1.74,57335.0,2020-12,43786.333333333336,Transformador,ABB,X100,1117.0,9988
7487,430,2020-11-07 22:00:00,Preventivo,795.11,29,Planta Sur,11,7284,51.73,3.35,53012.0,2020-10,53012.0,Compresor,Siemens,Z300,3902.0,9335
7488,298,2020-11-07 23:00:00,Correctivo,403.02,14,Planta Sur,9,7551,97.39,1.93,3945.0,2020-11,3945.0,Transformador,Siemens,Z300,1881.0,4891
7489,94,2020-11-08 00:00:00,Preventivo,920.42,35,Planta Oeste,16,7564,82.43,3.24,51552.0,2020-11,51552.0,Transformador,ABB,Z300,2727.0,6994
7490,277,2020-11-08 01:00:00,Correctivo,9349.54,4,Planta Norte,16,7428,79.32,0.33,78713.0,2020-11,78713.0,Transformador,Siemens,Z300,1396.0,8560
7491,256,2020-11-08 02:00:00,Correctivo,5519.86,15,Planta Sur,8,7532,108.61,0.89,53943.0,2020-11,42426.25,Compresor,ABB,Y200,4368.0,3221
7492,174,2020-11-08 03:00:00,Preventivo,3442.35,43,Planta Este,6,7420,120.99,0.85,29463.0,2020-11,43730.5,Motor,GE,M400,3161.0,6536
7493,312,2020-11-08 04:00:00,Preventivo,4183.12,39,Planta Oeste,14,7282,63.28,4.08,20039.0,2020-10,39481.66666666666,Generador,ABB,X100,4856.0,4327
7494,34,2020-11-08 05:00:00,Preventivo,6303.42,4,Planta Este,11,6265,119.65,3.21,28199.0,2020-09,20681.5,Compresor,GE,Y200,4056.0,6465
7495,86,2020-11-08 06:00:00,Preventivo,9291.35,32,Planta Este,15,7385,128.36,2.19,17873.0,2020-11,29273.33333333333,Motor,GE,X100,2519.0,1575
7496,125,2020-11-08 07:00:00,Correctivo,8559.83,3,Planta Sur,14,7556,149.98,4.19,33744.0,2020-11,63359.0,Transformador,GE,M400,2077.0,547
7497,474,2020-11-08 08:00:00,Correctivo,4905.84,16,Planta Oeste,13,7319,136.67,0.36,70992.0,2020-10,70992.0,Transformador,GE,Y200,4404.0,3405
7498,233,2020-11-08 09:00:00,Preventivo,8244.73,41,Planta Sur,15,6185,95.17,4.47,41562.0,2020-09,49739.5,Transformador,ABB,Z300,3373.0,4580
7499,394,2020-11-08 10:00:00,Preventivo,1063.46,12,Planta Norte,8,7713,144.75,3.83,43760.0,2020-11,70920.0,Generador,Schneider,Z300,3111.0,6653
7500,478,2020-11-08 11:00:00,Correctivo,7852.16,20,Planta Sur,7,7962,68.16,3.85,68585.0,2020-11,68585.0,Motor,Schneider,Y200,1706.0,7017
7501,208,2020-11-08 12:00:00,Correctivo,9936.13,46,Planta Este,11,7312,93.87,3.69,50981.0,2020-10,60788.0,Transformador,GE,Y200,1795.0,6837
7502,439,2020-11-08 13:00:00,Preventivo,5850.08,40,Planta Sur,8,7467,106.28,3.05,44423.0,2020-11,41503.0,Motor,ABB,X100,4447.0,2041
7503,178,2020-11-08 14:00:00,Correctivo,8092.2,29,Planta Sur,11,7937,70.31,3.93,78694.0,2020-11,78694.0,Motor,ABB,Y200,4463.0,8853
7504,127,2020-11-08 15:00:00,Preventivo,874.79,23,Planta Oeste,8,7393,145.94,3.97,61317.0,2020-11,50112.6,Compresor,ABB,Z300,1957.0,3472
7505,352,2020-11-08 16:00:00,Preventivo,7702.08,31,Planta Este,9,7987,68.44,1.62,76359.0,2020-11,76359.0,Transformador,GE,Y200,2825.0,3079
7506,267,2020-11-08 17:00:00,Correctivo,6270.21,45,Planta Norte,8,8010,124.28,2.34,43638.0,2020-11,43638.0,Compresor,GE,M400,2471.0,7099
7507,150,2020-11-08 18:00:00,Preventivo,912.51,4,Planta Norte,19,7444,90.32,3.9,69799.0,2020-11,77959.5,Compresor,ABB,Y200,1769.0,5484
7508,255,2020-11-08 19:00:00,Correctivo,8852.75,13,Planta Norte,10,7675,64.47,2.29,58691.0,2020-11,58691.0,Transformador,Siemens,Y200,4850.0,1762
7509,280,2020-11-08 20:00:00,Preventivo,485.04,39,Planta Sur,11,8215,59.76,3.05,91543.0,2020-12,91543.0,Transformador,Siemens,X100,2539.0,9026
7510,141,2020-11-08 21:00:00,Correctivo,5064.14,9,Planta Este,13,7771,61.16,4.8,50796.0,2020-11,55319.0,Motor,GE,Y200,4459.0,8434
7511,86,2020-11-08 22:00:00,Correctivo,4429.7,19,Planta Este,15,7385,128.36,2.19,17873.0,2020-11,29273.33333333333,Motor,GE,X100,2519.0,1575
7512,62,2020-11-08 23:00:00,Preventivo,9524.18,22,Planta Oeste,9,7245,132.19,3.03,73001.0,2020-10,55921.0,Generador,GE,Z300,4615.0,695
7513,154,2020-11-09 00:00:00,Correctivo,744.47,27,Planta Norte,9,7162,96.97,2.4,93986.0,2020-10,93986.0,Motor,Schneider,Z300,2355.0,6278
7514,121,2020-11-09 01:00:00,Correctivo,7787.25,6,Planta Este,10,7337,90.07,2.39,89142.0,2020-11,47892.0,Transformador,Siemens,X100,589.0,8199
7515,259,2020-11-09 02:00:00,Preventivo,8644.1,25,Planta Norte,10,8210,95.7,1.24,81470.0,2020-12,36622.75,Transformador,Schneider,Y200,2662.0,1005
7516,112,2020-11-09 03:00:00,Correctivo,3337.83,34,Planta Este,16,7543,108.84,3.03,72401.0,2020-11,47937.5,Generador,GE,Z300,1650.0,5382
7517,331,2020-11-09 04:00:00,Correctivo,3446.1,46,Planta Oeste,12,7339,89.84,1.95,30998.0,2020-11,52889.0,Motor,ABB,Z300,227.0,7274
7518,289,2020-11-09 05:00:00,Preventivo,6473.52,22,Planta Oeste,6,7449,55.26,1.04,99519.0,2020-11,88743.0,Compresor,GE,X100,3217.0,7013
7519,105,2020-11-09 06:00:00,Correctivo,6185.52,30,Planta Norte,11,7992,77.77,4.73,3997.0,2020-11,3997.0,Transformador,GE,X100,4003.0,5004
7520,286,2020-11-09 07:00:00,Preventivo,5163.26,30,Planta Norte,14,7617,98.59,1.44,72484.0,2020-11,83352.0,Generador,GE,Y200,3432.0,8213
7521,58,2020-11-09 08:00:00,Preventivo,6242.16,20,Planta Norte,9,7452,110.96,0.8,75931.0,2020-11,75931.0,Compresor,ABB,X100,3113.0,1439
7522,451,2020-11-09 09:00:00,Correctivo,6271.05,33,Planta Sur,14,7160,73.65,4.73,6816.0,2020-10,10134.333333333334,Generador,Schneider,X100,1157.0,7516
7523,256,2020-11-09 10:00:00,Preventivo,2523.19,26,Planta Sur,8,7532,108.61,0.89,53943.0,2020-11,42426.25,Compresor,ABB,Y200,4368.0,3221
7524,385,2020-11-09 11:00:00,Correctivo,1153.94,34,Planta Sur,20,7538,111.55,3.37,23227.0,2020-11,56717.25,Motor,GE,Z300,4547.0,1070
7525,442,2020-11-09 12:00:00,Correctivo,7965.76,8,Planta Norte,8,7622,67.6,3.16,6463.0,2020-11,13630.0,Transformador,ABB,X100,4802.0,1402
7526,434,2020-11-09 13:00:00,Correctivo,3372.73,9,Planta Oeste,13,7430,145.37,4.81,51767.0,2020-11,51767.0,Motor,Schneider,Y200,503.0,9649
7527,303,2020-11-09 14:00:00,Preventivo,1155.83,33,Planta Norte,9,7638,81.66,0.89,88015.0,2020-11,93984.5,Compresor,Schneider,M400,3407.0,5079
7528,193,2020-11-09 15:00:00,Correctivo,8391.26,39,Planta Este,10,7296,114.66,3.89,43149.0,2020-10,28661.0,Motor,ABB,Y200,1083.0,2944
7529,100,2020-11-09 16:00:00,Preventivo,7146.73,47,Planta Este,15,7493,145.25,3.56,81822.0,2020-11,81822.0,Compresor,Siemens,X100,7938.125,3160
7530,494,2020-11-09 17:00:00,Preventivo,5293.47,33,Planta Sur,8,7174,121.65,4.13,61545.0,2020-10,46449.66666666666,Transformador,Schneider,Y200,3453.0,565
7531,491,2020-11-09 18:00:00,Preventivo,8051.63,28,Planta Oeste,14,7413,66.43,0.17,42112.0,2020-11,42112.0,Generador,ABB,Y200,-100.0,2499
7532,153,2020-11-09 19:00:00,Preventivo,8955.57,15,Planta Oeste,12,7659,127.16,4.35,63686.0,2020-11,63686.0,Motor,GE,Z300,131.0,7942
7533,294,2020-11-09 20:00:00,Preventivo,600.09,42,Planta Norte,8,7484,87.01,3.97,420.0,2020-11,38779.0,Transformador,Schneider,M400,3805.0,4578
7534,264,2020-11-09 21:00:00,Correctivo,9908.44,45,Planta Sur,14,7660,136.92,2.49,44654.0,2020-11,44654.0,Compresor,GE,M400,4624.0,4697
7535,285,2020-11-09 22:00:00,Correctivo,3744.71,31,Planta Oeste,12,7059,144.1,4.24,33024.0,2020-10,33024.0,Compresor,Siemens,Y200,756.0,8274
7536,351,2020-11-09 23:00:00,Correctivo,5901.41,43,Planta Oeste,12,6876,74.13,2.6,25405.0,2020-10,44317.66666666666,Generador,Siemens,X100,4387.0,665
7537,147,2020-11-10 00:00:00,Preventivo,1386.27,2,Planta Este,7,7879,127.84,3.69,45758.0,2020-11,51496.5,Transformador,Schneider,Z300,4868.0,9440
7538,203,2020-11-10 01:00:00,Correctivo,4014.66,31,Planta Sur,8,7953,122.83,2.87,5692.0,2020-11,5692.0,Compresor,GE,X100,637.0,5843
7539,493,2020-11-10 02:00:00,Correctivo,1258.72,16,Planta Este,10,7427,67.45,3.53,18724.0,2020-11,32156.0,Generador,Siemens,X100,953.0,3630
7540,88,2020-11-10 03:00:00,Preventivo,1262.93,2,Planta Norte,7,7536,70.11,3.67,94413.0,2020-11,67658.5,Transformador,ABB,X100,1644.0,2727
7541,71,2020-11-10 04:00:00,Preventivo,5257.24,30,Planta Norte,12,8455,100.52,3.56,98830.0,2020-12,98830.0,Transformador,ABB,X100,2617.0,8191
7542,107,2020-11-10 05:00:00,Correctivo,7285.1,10,Planta Este,13,7236,57.97,0.24,58318.0,2020-10,58318.0,Compresor,Siemens,M400,3056.0,9954
7543,311,2020-11-10 06:00:00,Preventivo,5416.97,22,Planta Este,10,7624,65.75,1.13,24814.0,2020-11,25885.6,Generador,Siemens,X100,3549.0,9211
7544,491,2020-11-10 07:00:00,Correctivo,9225.47,19,Planta Sur,14,7413,66.43,0.17,42112.0,2020-11,42112.0,Generador,ABB,Y200,-100.0,2499
7545,260,2020-11-10 08:00:00,Preventivo,9502.08,13,Planta Norte,7,7757,52.68,2.04,87762.0,2020-11,84619.0,Generador,ABB,X100,453.0,1909
7546,363,2020-11-10 09:00:00,Correctivo,224.31,24,Planta Este,14,7403,98.14,3.23,4204.0,2020-11,7114.0,Motor,ABB,X100,163.0,1073
7547,172,2020-11-10 10:00:00,Preventivo,6242.72,3,Planta Este,15,6845,103.19,1.44,25106.0,2020-10,25106.0,Compresor,GE,M400,4929.0,5941
7548,349,2020-11-10 11:00:00,Preventivo,7363.02,46,Planta Sur,10,7041,144.41,2.62,40066.0,2020-10,50436.333333333336,Compresor,ABB,Z300,1328.0,7713
7549,33,2020-11-10 12:00:00,Correctivo,5851.08,18,Planta Norte,12,7436,74.98,0.64,81211.0,2020-11,81211.0,Generador,ABB,M400,4720.0,3143
7550,392,2020-11-10 13:00:00,Correctivo,2899.52,5,Planta Oeste,16,7784,147.95,0.24,73997.0,2020-11,73997.0,Transformador,GE,Y200,1307.0,9099
7551,285,2020-11-10 14:00:00,Correctivo,4441.09,4,Planta Este,12,7059,144.1,4.24,33024.0,2020-10,33024.0,Compresor,Siemens,Y200,756.0,8274
7553,141,2020-11-10 16:00:00,Correctivo,4593.39,45,Planta Oeste,13,7771,61.16,4.8,50796.0,2020-11,55319.0,Motor,GE,Y200,4459.0,8434
7554,5,2020-11-10 17:00:00,Correctivo,4316.79,2,Planta Norte,8,7388,131.28,2.5,85905.0,2020-11,65196.0,Motor,Siemens,Y200,377.0,5978
7555,182,2020-11-10 18:00:00,Preventivo,9984.6,6,Planta Este,11,7751,56.63,3.64,62369.0,2020-11,48801.0,Motor,GE,M400,3762.0,5428
7556,75,2020-11-10 19:00:00,Correctivo,6399.07,23,Planta Este,9,7545,104.0,4.55,73196.0,2020-11,73196.0,Transformador,Siemens,M400,1129.0,6842
7557,423,2020-11-10 20:00:00,Preventivo,9964.43,36,Planta Oeste,10,7717,75.21,4.09,24930.0,2020-11,18581.0,Generador,GE,Y200,307.0,7472
7558,37,2020-11-10 21:00:00,Correctivo,3099.45,34,Planta Norte,13,7352,68.09,3.08,990.0,2020-11,47236.0,Transformador,Schneider,Z300,1274.0,2379
7559,61,2020-11-10 22:00:00,Preventivo,2551.31,35,Planta Oeste,7,7742,127.36,3.13,68464.0,2020-11,40062.66666666666,Compresor,GE,M400,2537.0,1190
7560,49,2020-11-10 23:00:00,Correctivo,9842.9,23,Planta Este,14,7759,143.6,2.29,87433.0,2020-11,77122.0,Generador,Schneider,X100,269.0,7647
7561,391,2020-11-11 00:00:00,Preventivo,5982.24,5,Planta Este,11,7333,72.51,2.26,13240.0,2020-11,49115.0,Motor,Schneider,Z300,396.0,5295
7562,90,2020-11-11 01:00:00,Preventivo,5455.36,12,Planta Oeste,14,7603,134.6,2.34,71488.0,2020-11,52973.0,Transformador,Schneider,Z300,907.0,5243
7563,364,2020-11-11 02:00:00,Correctivo,3561.12,11,Planta Este,14,7480,53.51,3.43,68801.0,2020-11,46076.0,Generador,Schneider,Y200,4786.0,3780
7564,263,2020-11-11 03:00:00,Preventivo,5713.47,25,Planta Norte,9,7761,131.71,1.7,93360.0,2020-11,87163.0,Generador,Schneider,X100,2565.0,9374
7565,275,2020-11-11 04:00:00,Preventivo,8883.43,17,Planta Oeste,9,6614,78.84,2.73,77604.0,2020-10,77604.0,Generador,ABB,X100,4676.0,1846
7566,169,2020-11-11 05:00:00,Correctivo,7332.78,33,Planta Sur,3,8152,144.75,0.14,11896.0,2020-12,6738.5,Compresor,ABB,Z300,233.0,3890
7567,185,2020-11-11 06:00:00,Correctivo,1454.48,45,Planta Sur,12,6774,97.27,1.07,42771.0,2020-10,42771.0,Compresor,Schneider,Z300,215.0,3803
7568,330,2020-11-11 07:00:00,Preventivo,5360.87,24,Planta Oeste,12,7780,129.01,3.8,65190.0,2020-11,65190.0,Transformador,Siemens,X100,1626.0,4523
7569,262,2020-11-11 08:00:00,Correctivo,4087.36,25,Planta Sur,7,7792,84.81,4.64,85456.0,2020-11,85456.0,Compresor,Schneider,M400,4966.0,7411
7570,267,2020-11-11 09:00:00,Preventivo,9313.26,12,Planta Sur,8,8010,124.28,2.34,43638.0,2020-11,43638.0,Compresor,GE,M400,2471.0,7099
7571,242,2020-11-11 10:00:00,Preventivo,4579.77,1,Planta Oeste,4,7901,81.05,4.33,6702.0,2020-11,50752.0,Transformador,Siemens,Z300,1958.0,9066
7572,259,2020-11-11 11:00:00,Preventivo,5179.26,43,Planta Oeste,10,8210,95.7,1.24,81470.0,2020-12,36622.75,Transformador,Schneider,Y200,2662.0,1005
7573,462,2020-11-11 12:00:00,Correctivo,4279.36,13,Planta Norte,9,7293,67.35,2.57,59294.0,2020-10,60204.75,Compresor,Schneider,Y200,4806.0,3952
7574,434,2020-11-11 13:00:00,Preventivo,6261.5,27,Planta Sur,13,7430,145.37,4.81,51767.0,2020-11,51767.0,Motor,Schneider,Y200,503.0,9649
7575,265,2020-11-11 14:00:00,Preventivo,8910.84,18,Planta Oeste,8,7698,97.06,3.75,90215.0,2020-11,90215.0,Transformador,GE,X100,4783.0,5524
7576,353,2020-11-11 15:00:00,Correctivo,3117.98,28,Planta Norte,13,7842,92.42,4.95,16141.0,2020-11,16141.0,Generador,ABB,Y200,2152.0,6467
7577,229,2020-11-11 16:00:00,Preventivo,1572.12,47,Planta Este,7,7776,73.47,1.82,82921.0,2020-11,86514.0,Generador,Schneider,M400,3905.0,4079
7578,307,2020-11-11 17:00:00,Correctivo,8071.92,3,Planta Este,13,7443,69.5,1.87,71330.0,2020-11,47388.5,Motor,GE,Y200,1584.0,4722
7579,91,2020-11-11 18:00:00,Preventivo,632.84,18,Planta Norte,15,8095,142.13,4.34,80007.0,2020-12,58867.0,Transformador,Schneider,X100,1197.0,5917
7580,185,2020-11-11 19:00:00,Preventivo,14988.43,7,Planta Sur,12,6774,97.27,1.07,42771.0,2020-10,42771.0,Compresor,Schneider,Z300,215.0,3803
7581,362,2020-11-11 20:00:00,Correctivo,9243.95,7,Planta Sur,8,7325,112.11,4.96,1025.0,2020-11,26067.0,Transformador,GE,X100,4333.0,3246
7582,370,2020-11-11 21:00:00,Correctivo,4493.65,3,Planta Oeste,12,7827,143.68,4.0,45425.0,2020-11,34380.5,Transformador,GE,M400,-100.0,917
7583,203,2020-11-11 22:00:00,Correctivo,4180.01,39,Planta Sur,8,7953,122.83,2.87,5692.0,2020-11,5692.0,Compresor,GE,X100,637.0,5843
7584,437,2020-11-11 23:00:00,Preventivo,1626.67,9,Planta Norte,10,7766,83.35,2.75,27138.0,2020-11,42837.333333333336,Generador,Schneider,M400,4432.0,2863
7585,354,2020-11-12 00:00:00,Correctivo,2605.14,4,Planta Este,15,7905,146.79,2.2,17371.0,2020-11,17371.0,Generador,Siemens,Y200,4129.0,2344
7586,316,2020-11-12 01:00:00,Preventivo,4247.04,5,Planta Este,9,7575,103.33,1.96,38952.0,2020-11,46633.0,Motor,ABB,M400,3897.0,7338
7587,458,2020-11-12 02:00:00,Correctivo,7803.33,32,Planta Oeste,15,7518,75.88,0.25,7236.0,2020-11,62551.25,Motor,ABB,M400,1324.0,6036
7588,410,2020-11-12 03:00:00,Preventivo,7008.8,11,Planta Norte,12,7635,137.57,1.18,19629.0,2020-11,19629.0,Compresor,Siemens,Y200,4265.0,5663
7589,313,2020-11-12 04:00:00,Preventivo,4145.99,27,Planta Sur,7,7984,62.56,0.83,86738.0,2020-11,86738.0,Transformador,Siemens,Y200,2934.0,6830
7590,57,2020-11-12 05:00:00,Preventivo,3412.92,35,Planta Norte,7,7548,58.68,2.86,52347.0,2020-11,28034.0,Transformador,Schneider,Y200,4585.0,6931
7591,198,2020-11-12 06:00:00,Correctivo,8584.07,24,Planta Oeste,10,8167,125.54,4.89,76501.0,2020-12,56103.0,Motor,Siemens,X100,946.0,6127
7592,176,2020-11-12 07:00:00,Correctivo,3462.38,15,Planta Sur,14,7600,141.07,3.37,86052.0,2020-11,50834.75,Motor,ABB,M400,425.0,9406
7593,78,2020-11-12 08:00:00,Correctivo,6851.42,39,Planta Oeste,10,7228,107.82,2.9,15558.0,2020-10,15558.0,Generador,Schneider,M400,4194.0,7519
